,0,1,2,3,4,5,6,7
163,0.06,0.02,0.0,0.16,0.0,0.76,0.0,0.0
164,0.17,0.13,0.0,0.08,0.01,0.59,0.02,0.0
165,0.23,0.02,0.0,0.16,0.06,0.5,0.02,0.01
166,0.08166666666666667,0.04,0.0,0.026666666666666665,0.13,0.7116666666666667,0.01,0.0
167,0.23,0.09,0.0,0.22,0.04,0.42,0.0,0.0
168,0.24,0.04,0.0,0.06,0.01,0.64,0.01,0.0
169,0.19,0.03,0.0,0.1,0.02,0.66,0.0,0.0
170,0.16,0.1,0.0,0.07,0.03,0.62,0.02,0.0
171,0.14,0.04,0.0,0.06,0.03,0.73,0.0,0.0
172,0.22,0.04,0.0,0.2,0.01,0.5,0.03,0.0
173,0.21,0.08,0.0,0.05,0.04,0.62,0.0,0.0
174,0.26,0.08,0.0,0.09,0.07,0.49,0.01,0.0
175,0.14,0.05,0.0,0.07,0.05,0.69,0.0,0.0
176,0.27,0.05,0.0,0.07,0.02,0.59,0.0,0.0
177,0.38,0.04,0.0,0.12,0.03,0.43,0.0,0.0
178,0.22,0.02,0.0,0.15,0.02,0.59,0.0,0.0
179,0.25,0.04,0.0,0.07,0.02,0.62,0.0,0.0
180,0.24,0.07,0.0,0.13,0.04,0.52,0.0,0.0
181,0.26,0.09,0.0,0.17,0.01,0.47,0.0,0.0
182,0.23,0.07,0.0,0.16,0.06,0.48,0.0,0.0
183,0.25,0.06,0.0,0.11,0.08,0.47,0.03,0.0
184,0.11,0.03,0.0,0.06,0.03,0.76,0.01,0.0
185,0.25,0.14,0.0,0.09,0.02,0.49,0.01,0.0
186,0.14,0.06,0.0,0.02,0.0,0.78,0.0,0.0
187,0.2,0.06,0.0,0.07,0.01,0.66,0.0,0.0
188,0.19,0.1,0.0,0.08,0.03,0.59,0.01,0.0
189,0.33,0.06,0.0,0.13,0.01,0.45,0.0,0.02
190,0.19,0.04,0.0,0.15,0.05,0.57,0.0,0.0
191,0.27,0.04,0.0,0.12,0.03,0.54,0.0,0.0
192,0.22,0.02,0.0,0.13,0.04,0.59,0.0,0.0
193,0.2,0.04,0.0,0.12,0.01,0.63,0.0,0.0
194,0.11,0.02,0.0,0.09,0.01,0.77,0.0,0.0
195,0.14,0.08,0.0,0.08,0.02,0.66,0.01,0.01
196,0.16,0.07,0.0,0.06,0.0,0.71,0.0,0.0
197,0.16,0.05,0.0,0.04,0.01,0.73,0.01,0.0
198,0.07,0.05,0.0,0.23,0.0,0.65,0.0,0.0
199,0.13,0.06,0.0,0.24,0.07,0.48,0.01,0.01
200,0.03,0.01,0.0,0.11,0.05,0.8,0.0,0.0
201,0.32,0.11,0.0,0.1,0.02,0.45,0.0,0.0
202,0.21,0.03,0.0,0.16,0.04,0.54,0.02,0.0
203,0.25,0.04,0.0,0.09,0.04,0.58,0.0,0.0
204,0.26,0.16,0.0,0.09,0.03,0.46,0.0,0.0
205,0.21,0.09,0.0,0.13,0.02,0.55,0.0,0.0
206,0.26,0.07,0.0,0.11,0.02,0.54,0.0,0.0
207,0.24,0.06,0.0,0.17,0.0,0.5,0.02,0.01
208,0.14,0.12,0.0,0.09,0.02,0.61,0.02,0.0
209,0.19,0.01,0.0,0.13,0.03,0.64,0.0,0.0
210,0.16,0.05,0.0,0.11,0.01,0.67,0.0,0.0
211,0.27,0.1,0.01,0.18,0.0,0.44,0.0,0.0
212,0.12,0.06,0.0,0.05,0.01,0.75,0.01,0.0
213,0.25,0.15,0.0,0.05,0.01,0.54,0.0,0.0
214,0.2,0.03,0.0,0.12,0.02,0.62,0.0,0.01
215,0.13,0.02,0.0,0.03,0.0,0.82,0.0,0.0
216,0.25,0.04,0.0,0.13,0.03,0.55,0.0,0.0
217,0.24,0.04,0.0,0.14,0.09,0.47,0.02,0.0
218,0.2,0.06,0.0,0.03,0.05,0.65,0.01,0.0
219,0.2,0.05,0.0,0.09,0.03,0.62,0.0,0.01
220,0.29,0.04,0.0,0.14,0.04,0.48,0.01,0.0
221,0.25,0.04,0.0,0.11,0.05,0.55,0.0,0.0
222,0.27,0.12,0.0,0.13,0.04,0.44,0.0,0.0
223,0.29,0.02,0.0,0.15,0.03,0.5,0.01,0.0
224,0.15,0.07,0.0,0.08,0.03,0.67,0.0,0.0
225,0.26,0.02,0.0,0.14,0.02,0.54,0.02,0.0
226,0.15,0.03,0.0,0.04,0.01,0.77,0.0,0.0
227,0.3,0.08,0.0,0.21,0.07,0.34,0.0,0.0
228,0.1,0.13,0.0,0.05,0.03,0.67,0.02,0.0
229,0.11,0.03,0.0,0.08,0.02,0.76,0.0,0.0
230,0.19,0.06,0.0,0.07,0.04,0.61,0.03,0.0
231,0.28,0.06,0.02,0.13,0.01,0.5,0.0,0.0
232,0.58,0.14,0.0,0.1,0.01,0.16,0.0,0.01
233,0.13,0.07,0.0,0.04,0.05,0.69,0.02,0.0
234,0.16,0.02,0.0,0.1,0.03,0.68,0.01,0.0
235,0.24,0.05,0.0,0.15,0.03,0.53,0.0,0.0
236,0.15,0.05,0.0,0.09,0.04,0.67,0.0,0.0
237,0.16,0.07,0.0,0.12,0.01,0.63,0.01,0.0
238,0.17,0.04,0.01,0.2,0.05,0.52,0.01,0.0
239,0.32,0.06,0.01,0.14,0.06,0.41,0.0,0.0
240,0.26,0.08,0.0,0.15,0.01,0.48,0.02,0.0
241,0.11,0.04,0.0,0.12,0.07,0.65,0.01,0.0
242,0.13,0.06,0.0,0.05,0.05,0.7,0.01,0.0
243,0.23,0.03,0.0,0.03,0.04,0.67,0.0,0.0
244,0.17,0.05,0.0,0.09,0.02,0.67,0.0,0.0
245,0.18,0.01,0.0,0.05,0.03,0.71,0.02,0.0
246,0.15,0.08,0.0,0.17,0.03,0.57,0.0,0.0
247,0.22,0.09,0.0,0.1,0.05,0.53,0.01,0.0
248,0.5088333333333334,0.01,0.0,0.01,0.0,0.4711666666666666,0.0,0.0
249,0.15,0.03,0.0,0.11,0.04,0.67,0.0,0.0
250,0.09,0.12,0.0,0.16,0.0,0.63,0.0,0.0
251,0.29,0.11,0.0,0.18,0.02,0.38,0.01,0.01
252,0.23,0.09,0.0,0.12,0.01,0.52,0.02,0.01
253,0.22,0.03,0.0,0.06,0.05,0.63,0.01,0.0
254,0.16,0.09,0.0,0.11,0.0,0.35,0.01,0.28
255,0.24,0.09,0.0,0.13,0.05,0.47,0.02,0.0
256,0.21,0.07,0.0,0.11,0.05,0.56,0.0,0.0
257,0.21,0.03,0.0,0.04,0.04,0.67,0.01,0.0
258,0.19,0.01,0.0,0.08,0.03,0.68,0.0,0.01
259,0.21,0.05,0.0,0.15,0.03,0.55,0.01,0.0
260,0.11,0.05,0.0,0.13,0.04,0.67,0.0,0.0
261,0.23,0.01,0.0,0.19,0.02,0.54,0.0,0.01
262,0.15,0.06,0.0,0.08,0.03,0.65,0.02,0.01
263,0.35,0.04,0.0,0.11,0.05,0.45,0.0,0.0
264,0.16,0.11,0.0,0.15,0.04,0.53,0.01,0.0
265,0.32,0.05,0.0,0.09,0.03,0.51,0.0,0.0
266,0.17,0.04,0.0,0.13,0.03,0.63,0.0,0.0
267,0.23,0.05,0.0,0.03,0.02,0.65,0.02,0.0
268,0.43,0.25,0.01,0.01,0.0,0.29,0.01,0.0
269,0.42,0.09,0.0,0.15,0.03,0.31,0.0,0.0
270,0.1,0.01,0.0,0.08,0.0,0.81,0.0,0.0
271,0.11,0.05,0.0,0.05,0.01,0.77,0.01,0.0
272,0.2,0.06,0.0,0.07,0.05,0.6,0.02,0.0
273,0.1,0.04,0.0,0.03,0.02,0.77,0.04,0.0
274,0.17,0.05,0.0,0.2,0.01,0.57,0.0,0.0
275,0.23,0.04,0.0,0.05,0.01,0.67,0.0,0.0
276,0.18,0.06,0.0,0.08,0.02,0.64,0.02,0.0
277,0.24,0.06,0.0,0.09,0.02,0.58,0.01,0.0
278,0.09,0.05,0.0,0.07,0.03,0.74,0.01,0.01
279,0.3,0.04,0.0,0.09,0.03,0.54,0.0,0.0
280,0.12,0.06,0.0,0.09,0.04,0.68,0.01,0.0
281,0.24,0.08,0.01,0.07,0.01,0.58,0.01,0.0
282,0.22,0.02,0.0,0.05,0.0,0.71,0.0,0.0
283,0.12,0.12,0.01,0.05,0.01,0.67,0.02,0.0
284,0.33,0.08,0.0,0.11,0.05,0.4,0.03,0.0
285,0.25,0.03,0.0,0.08,0.02,0.61,0.01,0.0
286,0.25,0.03,0.0,0.01,0.01,0.69,0.0,0.01
287,0.1,0.1,0.0,0.04,0.0,0.74,0.0,0.02
288,0.24,0.06,0.0,0.09,0.03,0.57,0.01,0.0
289,0.32,0.03,0.0,0.12,0.01,0.52,0.0,0.0
290,0.3,0.04,0.0,0.15,0.03,0.47,0.01,0.0
291,0.08,0.04,0.0,0.08,0.03,0.75,0.02,0.0
292,0.27,0.04,0.01,0.08,0.02,0.58,0.0,0.0
293,0.26,0.04,0.0,0.08,0.07,0.55,0.0,0.0
294,0.11,0.06,0.0,0.09,0.02,0.72,0.0,0.0
295,0.33,0.05,0.0,0.08,0.04,0.5,0.0,0.0
296,0.2,0.04,0.0,0.16,0.0,0.59,0.01,0.0
297,0.04,0.08,0.0,0.05,0.03,0.79,0.0,0.01
298,0.29,0.05,0.0,0.06,0.01,0.59,0.0,0.0
299,0.28,0.03,0.0,0.12,0.02,0.55,0.0,0.0
300,0.16,0.06,0.0,0.11,0.0,0.66,0.01,0.0
301,0.18,0.07,0.0,0.08,0.05,0.62,0.0,0.0
302,0.2,0.13,0.0,0.08,0.05,0.54,0.0,0.0
303,0.36,0.03,0.0,0.14,0.04,0.41,0.01,0.01
304,0.22,0.03,0.01,0.05,0.03,0.63,0.01,0.02
305,0.15,0.06,0.0,0.11,0.03,0.65,0.0,0.0
306,0.23,0.03,0.0,0.12,0.0,0.62,0.0,0.0
307,0.25,0.02,0.0,0.04,0.11,0.58,0.0,0.0
308,0.27,0.06,0.0,0.11,0.06,0.48,0.02,0.0
309,0.2,0.04,0.0,0.1,0.02,0.63,0.01,0.0
310,0.27,0.07,0.0,0.14,0.08,0.44,0.0,0.0
311,0.22,0.06,0.0,0.15,0.05,0.52,0.0,0.0
312,0.25,0.05,0.0,0.16,0.06,0.48,0.0,0.0
313,0.27,0.02,0.0,0.11,0.01,0.59,0.0,0.0
314,0.15,0.08,0.0,0.03,0.02,0.71,0.01,0.0
315,0.23,0.05,0.0,0.11,0.03,0.58,0.0,0.0
316,0.65,0.1,0.0,0.03,0.0,0.22,0.0,0.0
317,0.09,0.01,0.0,0.04,0.0,0.86,0.0,0.0
318,0.16,0.05,0.0,0.07,0.03,0.68,0.01,0.0
319,0.17,0.06,0.0,0.1,0.04,0.63,0.0,0.0
320,0.14,0.06,0.0,0.11,0.02,0.66,0.01,0.0
321,0.06,0.03,0.0,0.01,0.14,0.76,0.0,0.0
322,0.68,0.01,0.0,0.02,0.0,0.29,0.0,0.0
323,0.24,0.11,0.0,0.07,0.07,0.51,0.0,0.0
324,0.2,0.05,0.0,0.12,0.03,0.6,0.0,0.0
325,0.17,0.08,0.0,0.08,0.01,0.66,0.0,0.0
326,0.12,0.04,0.0,0.12,0.03,0.68,0.01,0.0
327,0.16,0.03,0.0,0.06,0.05,0.69,0.01,0.0
328,0.2,0.02,0.0,0.06,0.09,0.62,0.01,0.0
329,0.22,0.02,0.0,0.07,0.0,0.66,0.02,0.01
330,0.27,0.07,0.0,0.04,0.0,0.62,0.0,0.0
331,0.12,0.03,0.0,0.1,0.02,0.73,0.0,0.0
332,0.27,0.04,0.01,0.13,0.04,0.51,0.0,0.0
333,0.27,0.06,0.0,0.12,0.01,0.54,0.0,0.0
334,0.2,0.07,0.0,0.06,0.0,0.67,0.0,0.0
335,0.24,0.07,0.0,0.06,0.07,0.56,0.0,0.0
336,0.18,0.09,0.0,0.1,0.05,0.58,0.0,0.0
337,0.22,0.04,0.0,0.1,0.04,0.59,0.0,0.01
338,0.31,0.08,0.0,0.18,0.01,0.42,0.0,0.0
339,0.02,0.0,0.97,0.0,0.0,0.01,0.0,0.0
340,0.19,0.08,0.0,0.11,0.02,0.57,0.03,0.0
341,0.22,0.03,0.0,0.15,0.02,0.57,0.01,0.0
342,0.08,0.06,0.0,0.03,0.0,0.82,0.01,0.0
343,0.14,0.21,0.0,0.05,0.02,0.58,0.0,0.0
344,0.2,0.13,0.0,0.03,0.0,0.63,0.01,0.0
345,0.08,0.09,0.0,0.11,0.02,0.7,0.0,0.0
346,0.14,0.07,0.0,0.16,0.02,0.57,0.03,0.01
347,0.27,0.06,0.0,0.06,0.04,0.55,0.02,0.0
348,0.07,0.04,0.0,0.12,0.01,0.76,0.0,0.0
349,0.13,0.1,0.0,0.07,0.07,0.63,0.0,0.0
350,0.16,0.08,0.0,0.12,0.02,0.62,0.0,0.0
351,0.1,0.13,0.0,0.05,0.0,0.51,0.21,0.0
352,0.25,0.05,0.0,0.09,0.04,0.57,0.0,0.0
353,0.28,0.06,0.0,0.07,0.03,0.55,0.01,0.0
354,0.2,0.05,0.0,0.16,0.01,0.58,0.0,0.0
355,0.17,0.1,0.0,0.18,0.03,0.51,0.0,0.01
356,0.15,0.01,0.0,0.07,0.0,0.77,0.0,0.0
357,0.26,0.07,0.0,0.11,0.04,0.51,0.0,0.01
358,0.3,0.02,0.0,0.07,0.05,0.55,0.0,0.01
359,0.13,0.07,0.0,0.08,0.01,0.71,0.0,0.0
360,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.96
361,0.17,0.02,0.0,0.14,0.08,0.58,0.01,0.0
362,0.16,0.02,0.0,0.07,0.01,0.74,0.0,0.0
363,0.26,0.08,0.0,0.06,0.0,0.6,0.0,0.0
364,0.24,0.05,0.01,0.13,0.07,0.5,0.0,0.0
365,0.16,0.06,0.0,0.12,0.02,0.62,0.02,0.0
366,0.16,0.06,0.0,0.09,0.06,0.63,0.0,0.0
367,0.17,0.09,0.0,0.05,0.0,0.69,0.0,0.0
368,0.28,0.12,0.0,0.11,0.04,0.44,0.01,0.0
369,0.22,0.01,0.0,0.2,0.02,0.52,0.03,0.0
370,0.24,0.08,0.0,0.1,0.05,0.53,0.0,0.0
371,0.22,0.02,0.0,0.23,0.0,0.53,0.0,0.0
372,0.11,0.02,0.0,0.1,0.02,0.74,0.0,0.01
373,0.19,0.06,0.0,0.07,0.05,0.63,0.0,0.0
374,0.2,0.03,0.0,0.04,0.03,0.7,0.0,0.0
375,0.18,0.04,0.0,0.08,0.02,0.67,0.01,0.0
376,0.24,0.01,0.0,0.08,0.01,0.65,0.01,0.0
377,0.15,0.04,0.0,0.11,0.02,0.66,0.02,0.0
378,0.1,0.02,0.0,0.03,0.01,0.83,0.01,0.0
379,0.2,0.03,0.0,0.15,0.01,0.6,0.01,0.0
380,0.19,0.11,0.0,0.1,0.02,0.58,0.0,0.0
381,0.16,0.06,0.0,0.17,0.02,0.59,0.0,0.0
382,0.18,0.02,0.0,0.16,0.02,0.61,0.01,0.0
383,0.26,0.04,0.0,0.18,0.07,0.45,0.0,0.0
384,0.21,0.07,0.0,0.15,0.05,0.52,0.0,0.0
385,0.14,0.06,0.0,0.06,0.01,0.72,0.01,0.0
386,0.22,0.08,0.0,0.03,0.02,0.64,0.0,0.01
387,0.08,0.09,0.0,0.25,0.01,0.57,0.0,0.0
388,0.28,0.11,0.0,0.12,0.01,0.48,0.0,0.0
389,0.1,0.08,0.0,0.08,0.0,0.72,0.01,0.01
390,0.29,0.04,0.0,0.11,0.02,0.54,0.0,0.0
391,0.19,0.07,0.0,0.09,0.02,0.63,0.0,0.0
392,0.16,0.03,0.0,0.05,0.04,0.71,0.01,0.0
393,0.16,0.09,0.0,0.08,0.01,0.66,0.0,0.0
394,0.28,0.04,0.0,0.12,0.03,0.53,0.0,0.0
395,0.21,0.05,0.0,0.13,0.02,0.58,0.0,0.01
396,0.13,0.04,0.0,0.26,0.0,0.57,0.0,0.0
397,0.24,0.08,0.0,0.04,0.01,0.6,0.02,0.01
398,0.1,0.08,0.0,0.04,0.01,0.77,0.0,0.0
399,0.27,0.1,0.0,0.03,0.02,0.57,0.01,0.0
400,0.11,0.02,0.0,0.13,0.03,0.71,0.0,0.0
401,0.22,0.02,0.0,0.13,0.02,0.59,0.02,0.0
402,0.09,0.06,0.0,0.1,0.02,0.69,0.04,0.0
403,0.2,0.04,0.0,0.08,0.05,0.62,0.01,0.0
404,0.2,0.07,0.0,0.13,0.03,0.57,0.0,0.0
405,0.24,0.1,0.0,0.15,0.04,0.45,0.02,0.0
406,0.18,0.07,0.0,0.04,0.02,0.68,0.01,0.0
407,0.16,0.04,0.0,0.17,0.03,0.57,0.03,0.0
408,0.18,0.07,0.0,0.13,0.0,0.61,0.01,0.0
409,0.25,0.04,0.0,0.07,0.02,0.6,0.02,0.0
